"Date","Price","Open","High","Low","Vol.","Change %"
"10/25/2021","7,222.82","7,204.55","7,247.53","7,204.55","590.62M","0.25%"
"10/22/2021","7,204.55","7,190.30","7,235.19","7,190.30","482.74M","0.20%"
"10/21/2021","7,190.30","7,223.10","7,227.06","7,181.70","615.50M","-0.45%"
"10/20/2021","7,223.10","7,217.53","7,229.26","7,199.29","624.84M","0.08%"
"10/19/2021","7,217.53","7,203.83","7,223.29","7,189.50","677.32M","0.19%"
"10/18/2021","7,203.83","7,234.03","7,234.03","7,180.20","580.84M","-0.42%"
"10/15/2021","7,234.03","7,207.71","7,243.85","7,206.26","812.23M","0.37%"
"10/14/2021","7,207.71","7,141.82","7,216.15","7,141.82","785.96M","0.92%"
"10/13/2021","7,141.82","7,130.23","7,152.87","7,087.93","1.04B","0.16%"
"10/12/2021","7,130.23","7,146.85","7,146.85","7,063.43","815.61M","-0.23%"
"10/11/2021","7,146.85","7,095.55","7,146.85","7,085.85","709.51M","0.72%"
"10/08/2021","7,095.55","7,078.04","7,109.34","7,070.53","704.10M","0.25%"
"10/07/2021","7,078.04","6,995.87","7,094.93","6,995.87","709.62M","1.17%"
"10/06/2021","6,995.87","7,077.10","7,077.10","6,945.50","939.50M","-1.15%"
"10/05/2021","7,077.10","7,011.01","7,084.52","7,011.01","824.59M","0.94%"
"10/04/2021","7,011.01","7,027.07","7,072.48","7,002.72","792.85M","-0.23%"
"10/01/2021","7,027.07","7,086.42","7,086.42","6,989.64","815.42M","-0.84%"
"09/30/2021","7,086.42","7,108.16","7,159.61","7,072.57","867.45M","-0.31%"
"09/29/2021","7,108.16","7,028.10","7,117.52","7,026.85","810.52M","1.14%"
"09/28/2021","7,028.10","7,063.40","7,071.36","7,015.58","818.88M","-0.50%"
"09/27/2021","7,063.40","7,051.48","7,122.09","7,043.21","900.05M","0.17%"
"09/24/2021","7,051.48","7,078.35","7,080.23","7,041.34","817.65M","-0.38%"
"09/23/2021","7,078.35","7,083.37","7,131.43","7,070.68","731.21M","-0.07%"
"09/22/2021","7,083.37","6,980.98","7,090.48","6,980.98","623.00M","1.47%"
"09/21/2021","6,980.98","6,903.91","7,004.88","6,903.91","811.46M","1.12%"
"09/20/2021","6,903.91","6,963.64","6,963.64","6,828.28","905.91M","-0.86%"
"09/17/2021","6,963.64","7,027.48","7,092.69","6,941.69","1.63B","-0.91%"
"09/16/2021","7,027.48","7,016.49","7,058.99","7,016.32","667.61M","0.16%"
"09/15/2021","7,016.49","7,034.06","7,047.27","7,016.49","772.56M","-0.25%"
"09/14/2021","7,034.06","7,068.43","7,068.45","7,020.10","677.35M","-0.49%"
"09/13/2021","7,068.43","7,029.20","7,090.81","7,029.20","545.72M","0.56%"
"09/10/2021","7,029.20","7,024.21","7,055.22","7,014.42","492.66M","0.07%"
"09/09/2021","7,024.21","7,095.53","7,095.53","6,998.62","695.39M","-1.01%"
"09/08/2021","7,095.53","7,149.37","7,149.37","7,061.13","567.99M","-0.75%"
"09/07/2021","7,149.37","7,187.18","7,187.18","7,147.94","466.82M","-0.53%"
"09/06/2021","7,187.18","7,138.35","7,195.62","7,138.35","300.46M","0.68%"
"09/03/2021","7,138.35","7,163.90","7,182.23","7,123.87","499.09M","-0.36%"
"09/02/2021","7,163.90","7,149.84","7,168.78","7,129.71","536.01M","0.20%"
"09/01/2021","7,149.84","7,119.70","7,187.34","7,119.70","522.90M","0.42%"
"08/31/2021","7,119.70","7,148.01","7,160.49","7,092.03","1.00B","-0.40%"
"08/27/2021","7,148.01","7,124.98","7,157.60","7,108.53","425.08M","0.32%"
"08/26/2021","7,124.98","7,150.12","7,150.12","7,095.43","391.71M","-0.35%"
"08/25/2021","7,150.12","7,125.78","7,151.75","7,121.29","510.48M","0.34%"
"08/24/2021","7,125.78","7,109.02","7,129.66","7,076.06","582.75M","0.24%"
"08/23/2021","7,109.02","7,087.90","7,147.80","7,087.90","493.20M","0.30%"
"08/20/2021","7,087.90","7,058.86","7,095.61","7,032.45","549.55M","0.41%"
"08/19/2021","7,058.86","7,169.32","7,169.32","6,993.06","602.76M","-1.54%"
"08/18/2021","7,169.32","7,181.11","7,198.79","7,143.55","792.00M","-0.16%"
"08/17/2021","7,181.11","7,153.98","7,188.55","7,118.67","573.60M","0.38%"
"08/16/2021","7,153.98","7,218.71","7,218.71","7,117.78","522.26M","-0.90%"
"08/13/2021","7,218.71","7,193.23","7,224.46","7,193.13","501.18M","0.35%"
"08/12/2021","7,193.23","7,220.14","7,220.70","7,182.92","574.94M","-0.37%"
"08/11/2021","7,220.14","7,161.04","7,220.14","7,157.74","536.44M","0.83%"
"08/10/2021","7,161.04","7,132.30","7,166.67","7,115.87","559.14M","0.40%"
"08/09/2021","7,132.30","7,122.95","7,138.80","7,089.74","525.14M","0.13%"
"08/06/2021","7,122.95","7,120.43","7,135.39","7,103.71","677.36M","0.04%"
"08/05/2021","7,120.43","7,123.86","7,130.35","7,099.03","814.80M","-0.05%"
"08/04/2021","7,123.86","7,105.72","7,142.54","7,105.72","618.71M","0.26%"
"08/03/2021","7,105.72","7,081.72","7,119.19","7,074.32","613.95M","0.34%"
"08/02/2021","7,081.72","7,032.30","7,111.66","7,032.30","519.68M","0.70%"
"07/30/2021","7,032.30","7,078.42","7,078.42","6,996.93","674.95M","-0.65%"
"07/29/2021","7,078.42","7,016.63","7,093.93","7,008.65","789.49M","0.88%"
"07/28/2021","7,016.63","6,996.08","7,023.35","6,974.80","595.32M","0.29%"
"07/27/2021","6,996.08","7,025.43","7,028.37","6,929.64","515.48M","-0.42%"
"07/26/2021","7,025.43","7,027.58","7,038.65","6,980.67","524.70M","-0.03%"
"07/23/2021","7,027.58","6,968.30","7,033.27","6,968.30","461.68M","0.85%"
"07/22/2021","6,968.30","6,998.28","7,018.95","6,956.24","497.51M","-0.43%"
"07/21/2021","6,998.28","6,881.13","7,007.75","6,881.13","784.90M","1.70%"
"07/20/2021","6,881.13","6,844.39","6,929.89","6,827.26","941.99M","0.54%"
"07/19/2021","6,844.39","7,008.09","7,008.09","6,813.03","817.24M","-2.34%"
"07/16/2021","7,008.09","7,012.02","7,056.73","6,978.06","617.56M","-0.06%"
"07/15/2021","7,012.02","7,091.19","7,111.77","7,005.02","612.97M","-1.12%"
"07/14/2021","7,091.19","7,124.72","7,124.72","7,073.59","565.38M","-0.47%"
"07/13/2021","7,124.72","7,125.42","7,152.44","7,116.26","613.84M","-0.01%"
"07/12/2021","7,125.42","7,121.88","7,134.87","7,066.20","484.70M","0.05%"
"07/09/2021","7,121.88","7,030.66","7,121.88","7,030.22","577.54M","1.30%"
"07/08/2021","7,030.66","7,151.02","7,151.02","6,981.57","741.08M","-1.68%"
"07/07/2021","7,151.02","7,100.88","7,153.68","7,100.88","573.30M","0.71%"
"07/06/2021","7,100.88","7,164.91","7,170.60","7,075.73","635.76M","-0.89%"
"07/05/2021","7,164.91","7,123.27","7,168.03","7,111.51","384.45M","0.58%"
"07/02/2021","7,123.27","7,125.16","7,162.16","7,110.30","494.81M","-0.03%"
"07/01/2021","7,125.16","7,037.47","7,134.21","7,037.47","631.27M","1.25%"
"06/30/2021","7,037.47","7,087.55","7,100.71","7,010.57","659.20M","-0.71%"
"06/29/2021","7,087.55","7,072.97","7,120.77","7,071.86","516.41M","0.21%"
"06/28/2021","7,072.97","7,136.07","7,136.22","7,071.95","682.53M","-0.88%"
"06/25/2021","7,136.07","7,109.97","7,139.08","7,109.79","609.04M","0.37%"
"06/24/2021","7,109.97","7,074.06","7,119.41","7,070.90","726.33M","0.51%"
"06/23/2021","7,074.06","7,090.01","7,129.40","7,074.06","567.37M","-0.22%"
"06/22/2021","7,090.01","7,062.29","7,098.67","7,061.13","522.52M","0.39%"
"06/21/2021","7,062.29","7,017.47","7,065.05","6,948.63","820.50M","0.64%"
"06/18/2021","7,017.47","7,153.43","7,154.63","7,008.74","1.56B","-1.90%"
"06/17/2021","7,153.43","7,184.95","7,184.95","7,132.96","724.68M","-0.44%"
"06/16/2021","7,184.95","7,172.48","7,217.54","7,169.21","722.08M","0.17%"
"06/15/2021","7,172.48","7,146.68","7,189.63","7,142.71","778.54M","0.36%"
"06/14/2021","7,146.68","7,134.06","7,188.26","7,131.79","551.24M","0.18%"
"06/11/2021","7,134.06","7,088.18","7,140.70","7,088.18","509.04M","0.65%"
"06/10/2021","7,088.18","7,081.01","7,117.74","7,080.02","574.89M","0.10%"
"06/09/2021","7,081.01","7,095.09","7,095.72","7,046.02","575.13M","-0.20%"
"06/08/2021","7,095.09","7,077.22","7,120.73","7,074.94","549.99M","0.25%"
"06/07/2021","7,077.22","7,069.04","7,098.31","7,042.19","963.10M","0.12%"
"06/04/2021","7,069.04","7,064.35","7,071.81","7,039.74","425.22M","0.07%"
"06/03/2021","7,064.35","7,108.00","7,108.04","7,013.85","617.18M","-0.61%"
"06/02/2021","7,108.00","7,080.46","7,122.54","7,074.06","570.34M","0.39%"
"06/01/2021","7,080.46","7,022.61","7,118.03","7,022.61","726.70M","0.82%"
"05/28/2021","7,022.61","7,019.67","7,054.91","7,019.58","786.61M","0.04%"
"05/27/2021","7,019.67","7,026.93","7,044.01","7,008.53","1.42B","-0.10%"
"05/26/2021","7,026.93","7,029.79","7,050.88","6,998.19","619.32M","-0.04%"
"05/25/2021","7,029.79","7,051.59","7,067.60","7,029.79","619.37M","-0.31%"
"05/24/2021","7,051.59","7,018.05","7,054.63","7,013.51","422.93M","0.48%"
"05/21/2021","7,018.05","7,019.79","7,028.17","6,973.31","803.61M","-0.02%"
"05/20/2021","7,019.79","6,950.20","7,019.79","6,926.85","626.00M","1.00%"
"05/19/2021","6,950.20","7,034.24","7,034.24","6,897.06","729.25M","-1.19%"
"05/18/2021","7,034.24","7,032.85","7,102.57","7,030.37","736.33M","0.02%"
"05/17/2021","7,032.85","7,043.61","7,066.76","6,989.11","582.73M","-0.15%"
"05/14/2021","7,043.61","6,963.33","7,048.67","6,963.33","845.95M","1.15%"
"05/13/2021","6,963.33","7,004.63","7,004.63","6,823.60","660.81M","-0.59%"
"05/12/2021","7,004.63","6,947.99","7,028.10","6,945.33","743.55M","0.82%"
"05/11/2021","6,947.99","7,123.68","7,123.68","6,912.36","931.23M","-2.47%"
"05/10/2021","7,123.68","7,129.71","7,164.18","7,104.40","742.07M","-0.08%"
"05/07/2021","7,129.71","7,076.17","7,143.46","7,076.17","624.30M","0.76%"
"05/06/2021","7,076.17","7,039.30","7,076.17","7,026.75","764.40M","0.52%"
"05/05/2021","7,039.30","6,923.17","7,047.75","6,923.17","734.98M","1.68%"
"05/04/2021","6,923.17","6,969.81","7,034.26","6,912.28","911.98M","-0.67%"
"04/30/2021","6,969.81","6,961.48","7,009.47","6,946.04","831.63M","0.12%"
"04/29/2021","6,961.48","6,963.67","7,019.76","6,953.87","657.93M","-0.03%"
"04/28/2021","6,963.67","6,944.97","6,986.70","6,944.06","990.23M","0.27%"
"04/27/2021","6,944.97","6,963.12","6,975.07","6,929.77","657.41M","-0.26%"
"04/26/2021","6,963.12","6,938.56","6,971.52","6,913.39","511.63M","0.35%"
"04/23/2021","6,938.56","6,938.24","6,938.56","6,891.75","535.29M","0.00%"
"04/22/2021","6,938.24","6,895.29","6,941.11","6,889.32","647.00M","0.62%"
"04/21/2021","6,895.29","6,859.87","6,914.88","6,859.61","659.74M","0.52%"
"04/20/2021","6,859.87","7,000.08","7,001.27","6,857.07","825.25M","-2.00%"
"04/19/2021","7,000.08","7,019.53","7,040.26","6,979.23","529.71M","-0.28%"
"04/16/2021","7,019.53","6,983.50","7,037.65","6,983.50","742.51M","0.52%"
"04/15/2021","6,983.50","6,939.58","6,994.90","6,939.26","651.28M","0.63%"
"04/14/2021","6,939.58","6,890.49","6,942.33","6,880.67","596.77M","0.71%"
"04/13/2021","6,890.49","6,889.12","6,895.13","6,859.72","572.41M","0.02%"
"04/12/2021","6,889.12","6,915.75","6,916.08","6,853.75","639.36M","-0.39%"
"04/09/2021","6,915.75","6,942.22","6,949.56","6,906.37","615.05M","-0.38%"
"04/08/2021","6,942.22","6,885.32","6,942.22","6,884.79","788.61M","0.83%"
"04/07/2021","6,885.32","6,823.55","6,898.38","6,823.55","708.27M","0.91%"
"04/06/2021","6,823.55","6,737.30","6,843.73","6,737.30","773.87M","1.28%"
"04/01/2021","6,737.30","6,713.63","6,766.52","6,713.63","592.33M","0.35%"
"03/31/2021","6,713.63","6,772.12","6,775.67","6,713.63","854.82M","-0.86%"
"03/30/2021","6,772.12","6,736.17","6,792.23","6,729.46","664.39M","0.53%"
"03/29/2021","6,736.17","6,740.59","6,758.78","6,705.42","624.49M","-0.07%"
"03/26/2021","6,740.59","6,674.83","6,742.14","6,674.83","742.30M","0.99%"
"03/25/2021","6,674.83","6,712.89","6,729.92","6,618.61","768.54M","-0.57%"
"03/24/2021","6,712.89","6,699.19","6,722.61","6,649.37","928.13M","0.20%"
"03/23/2021","6,699.19","6,726.10","6,726.10","6,664.76","860.30M","-0.40%"
"03/22/2021","6,726.10","6,708.71","6,732.67","6,650.96","752.39M","0.26%"
"03/19/2021","6,708.71","6,779.68","6,779.68","6,664.56","1.82B","-1.05%"
"03/18/2021","6,779.68","6,762.67","6,791.76","6,740.53","825.20M","0.25%"
"03/17/2021","6,762.67","6,803.61","6,805.73","6,753.82","834.82M","-0.60%"
"03/16/2021","6,803.61","6,749.70","6,812.78","6,749.64","849.48M","0.80%"
"03/15/2021","6,749.70","6,761.47","6,804.91","6,723.67","670.77M","-0.17%"
"03/12/2021","6,761.47","6,736.96","6,766.44","6,709.00","706.13M","0.36%"
"03/11/2021","6,736.96","6,725.60","6,755.32","6,699.34","714.71M","0.17%"
"03/10/2021","6,725.60","6,730.34","6,740.77","6,677.02","725.80M","-0.07%"
"03/09/2021","6,730.34","6,719.13","6,786.80","6,689.90","952.95M","0.17%"
"03/08/2021","6,719.13","6,630.52","6,726.40","6,612.74","972.76M","1.34%"
"03/05/2021","6,630.52","6,650.88","6,710.80","6,560.79","1.03B","-0.31%"
"03/04/2021","6,650.88","6,675.47","6,675.47","6,581.19","938.81M","-0.37%"
"03/03/2021","6,675.47","6,613.75","6,705.30","6,613.75","937.33M","0.93%"
"03/02/2021","6,613.75","6,588.53","6,660.82","6,560.91","682.61M","0.38%"
"03/01/2021","6,588.53","6,483.43","6,612.74","6,483.43","708.30M","1.62%"
"02/26/2021","6,483.43","6,651.96","6,651.96","6,465.57","1.28B","-2.53%"
"02/25/2021","6,651.96","6,658.97","6,702.88","6,644.68","852.47M","-0.11%"
"02/24/2021","6,658.97","6,625.94","6,669.86","6,572.28","1.14B","0.50%"
"02/23/2021","6,625.94","6,612.24","6,675.42","6,555.88","1.15B","0.21%"
"02/22/2021","6,612.24","6,624.02","6,624.71","6,545.93","846.35M","-0.18%"
"02/19/2021","6,624.02","6,617.15","6,646.16","6,600.59","963.92M","0.10%"
"02/18/2021","6,617.15","6,710.90","6,721.76","6,591.43","846.71M","-1.40%"
"02/17/2021","6,710.90","6,748.86","6,760.29","6,701.59","755.36M","-0.56%"
"02/16/2021","6,748.86","6,756.11","6,799.92","6,736.85","817.27M","-0.11%"
"02/15/2021","6,756.11","6,589.79","6,775.37","6,589.79","817.31M","2.52%"
"02/12/2021","6,589.79","6,528.72","6,589.79","6,485.13","490.54M","0.94%"
"02/11/2021","6,528.72","6,524.36","6,554.15","6,514.92","673.19M","0.07%"
"02/10/2021","6,524.36","6,531.56","6,577.00","6,481.02","782.04M","-0.11%"
"02/09/2021","6,531.56","6,523.53","6,540.97","6,501.02","544.65M","0.12%"
"02/08/2021","6,523.53","6,489.33","6,567.70","6,489.33","776.32M","0.53%"
"02/05/2021","6,489.33","6,503.72","6,518.65","6,457.60","984.40M","-0.22%"
"02/04/2021","6,503.72","6,507.82","6,553.37","6,478.15","989.92M","-0.06%"
"02/03/2021","6,507.82","6,516.65","6,573.10","6,489.51","717.52M","-0.14%"
"02/02/2021","6,516.65","6,466.42","6,523.51","6,466.42","719.05M","0.78%"
"02/01/2021","6,466.42","6,407.46","6,495.56","6,407.46","746.04M","0.92%"
"01/29/2021","6,407.46","6,526.15","6,526.15","6,397.24","870.67M","-1.82%"
"01/28/2021","6,526.15","6,567.37","6,567.37","6,439.55","865.83M","-0.63%"
"01/27/2021","6,567.37","6,654.01","6,661.31","6,505.84","982.45M","-1.30%"
"01/26/2021","6,654.01","6,638.85","6,702.35","6,636.34","683.49M","0.23%"
"01/25/2021","6,638.85","6,695.07","6,714.61","6,610.26","761.26M","-0.84%"
"01/22/2021","6,695.07","6,715.42","6,715.66","6,651.71","693.96M","-0.30%"
"01/21/2021","6,715.42","6,740.39","6,776.92","6,715.42","612.55M","-0.37%"
"01/20/2021","6,740.39","6,712.95","6,751.81","6,697.46","687.50M","0.41%"
"01/19/2021","6,712.95","6,720.65","6,770.66","6,697.67","618.15M","-0.11%"
"01/18/2021","6,720.65","6,735.71","6,741.47","6,709.33","359.83M","-0.22%"
"01/15/2021","6,735.71","6,801.96","6,802.05","6,676.55","740.67M","-0.97%"
"01/14/2021","6,801.96","6,745.52","6,801.96","6,736.78","674.89M","0.84%"
"01/13/2021","6,745.52","6,754.11","6,772.57","6,736.01","619.31M","-0.13%"
"01/12/2021","6,754.11","6,798.48","6,816.65","6,738.21","648.16M","-0.65%"
"01/11/2021","6,798.48","6,873.26","6,873.26","6,768.72","707.80M","-1.09%"
"01/08/2021","6,873.26","6,856.96","6,886.34","6,836.08","850.78M","0.24%"
"01/07/2021","6,856.96","6,841.86","6,903.61","6,795.11","939.65M","0.22%"
"01/06/2021","6,841.86","6,612.25","6,859.14","6,611.87","1.25B","3.47%"
"01/05/2021","6,612.25","6,571.88","6,622.77","6,544.25","718.95M","0.61%"
"01/04/2021","6,571.88","6,460.52","6,662.66","6,460.52","957.24M","1.72%"
"12/31/2020","6,460.52","6,555.82","6,555.82","6,439.41","316.94M","-1.45%"
"12/30/2020","6,555.82","6,602.65","6,622.98","6,552.46","425.49M","-0.71%"
"12/29/2020","6,602.65","6,502.11","6,676.60","6,502.11","823.98M","1.55%"
"12/24/2020","6,502.11","6,495.75","6,530.28","6,479.59","477.47M","0.10%"
"12/23/2020","6,495.75","6,453.16","6,497.28","6,431.21","781.64M","0.66%"
"12/22/2020","6,453.16","6,416.32","6,457.47","6,382.61","613.67M","0.57%"
"12/21/2020","6,416.32","6,529.18","6,529.18","6,315.34","1.11B","-1.73%"
"12/18/2020","6,529.18","6,551.06","6,604.54","6,518.25","1.20B","-0.33%"
"12/17/2020","6,551.06","6,570.91","6,601.63","6,551.06","725.53M","-0.30%"
"12/16/2020","6,570.91","6,513.32","6,598.42","6,513.32","860.33M","0.88%"
"12/15/2020","6,513.32","6,531.83","6,558.24","6,484.04","737.40M","-0.28%"
"12/14/2020","6,531.83","6,546.75","6,583.70","6,524.70","870.27M","-0.23%"
"12/11/2020","6,546.75","6,599.76","6,607.44","6,520.54","1.07B","-0.80%"
"12/10/2020","6,599.76","6,564.29","6,640.74","6,561.11","1.11B","0.54%"
"12/09/2020","6,564.29","6,558.82","6,623.03","6,558.82","769.12M","0.08%"
"12/08/2020","6,558.82","6,555.39","6,567.59","6,518.37","757.85M","0.05%"
"12/07/2020","6,555.39","6,550.23","6,601.11","6,519.82","1.05B","0.08%"
"12/04/2020","6,550.23","6,490.27","6,559.18","6,489.75","1.07B","0.92%"
"12/03/2020","6,490.27","6,463.39","6,491.49","6,430.27","943.21M","0.42%"
"12/02/2020","6,463.39","6,384.73","6,468.64","6,367.51","936.84M","1.23%"
"12/01/2020","6,384.73","6,266.19","6,400.24","6,263.60","839.85M","1.89%"
"11/30/2020","6,266.19","6,367.58","6,404.02","6,266.19","1.36B","-1.59%"
"11/27/2020","6,367.58","6,362.93","6,375.91","6,302.22","1.44B","0.07%"
"11/26/2020","6,362.93","6,391.09","6,412.65","6,349.53","735.75M","-0.44%"
"11/25/2020","6,391.09","6,432.17","6,468.73","6,375.25","1.13B","-0.64%"
"11/24/2020","6,432.17","6,333.84","6,432.42","6,333.72","1.30B","1.55%"
"11/23/2020","6,333.84","6,351.45","6,392.08","6,325.24","943.54M","-0.28%"
"11/20/2020","6,351.45","6,334.35","6,386.70","6,324.60","821.11M","0.27%"
"11/19/2020","6,334.35","6,385.24","6,385.24","6,314.26","919.87M","-0.80%"
"11/18/2020","6,385.24","6,365.33","6,395.91","6,326.74","979.74M","0.31%"
"11/17/2020","6,365.33","6,421.29","6,424.53","6,308.99","1.23B","-0.87%"
"11/16/2020","6,421.29","6,316.39","6,463.51","6,316.39","1.29B","1.66%"
"11/13/2020","6,316.39","6,338.94","6,338.97","6,280.40","960.71M","-0.36%"
"11/12/2020","6,338.94","6,382.10","6,382.10","6,295.79","1.01B","-0.68%"
"11/11/2020","6,382.10","6,296.85","6,397.28","6,293.21","1.28B","1.35%"
"11/10/2020","6,296.85","6,186.29","6,307.00","6,180.47","1.71B","1.79%"
"11/09/2020","6,186.29","5,910.02","6,258.31","5,910.02","2.07B","4.67%"
"11/06/2020","5,910.02","5,906.18","5,950.22","5,858.48","848.48M","0.07%"
"11/05/2020","5,906.18","5,883.26","5,933.05","5,881.87","900.00M","0.39%"
"11/04/2020","5,883.26","5,786.77","5,885.67","5,711.21","781.52M","1.67%"
"11/03/2020","5,786.77","5,654.97","5,787.61","5,654.97","803.79M","2.33%"
"11/02/2020","5,654.97","5,577.27","5,665.30","5,554.73","755.07M","1.39%"
"10/30/2020","5,577.27","5,581.75","5,593.40","5,534.08","823.61M","-0.08%"
"10/29/2020","5,581.75","5,582.80","5,616.58","5,534.66","964.96M","-0.02%"
"10/28/2020","5,582.80","5,728.99","5,728.99","5,525.52","1.11B","-2.55%"
"10/27/2020","5,728.99","5,792.01","5,806.23","5,728.18","756.73M","-1.09%"
"10/26/2020","5,792.01","5,860.28","5,868.36","5,782.37","870.05M","-1.16%"
"10/23/2020","5,860.28","5,785.65","5,885.38","5,781.78","852.80M","1.29%"
"10/22/2020","5,785.65","5,776.50","5,796.44","5,716.40","664.92M","0.16%"
"10/21/2020","5,776.50","5,889.22","5,903.38","5,769.62","632.35M","-1.91%"
"10/20/2020","5,889.22","5,884.65","5,915.47","5,861.81","576.52M","0.08%"
"10/19/2020","5,884.65","5,919.58","5,959.67","5,871.95","522.72M","-0.59%"
"10/16/2020","5,919.58","5,832.52","5,933.81","5,832.52","669.81M","1.49%"
"10/15/2020","5,832.52","5,935.06","5,935.06","5,786.20","665.02M","-1.73%"
"10/14/2020","5,935.06","5,969.71","6,009.81","5,926.49","612.91M","-0.58%"
"10/13/2020","5,969.71","6,001.38","6,008.04","5,949.97","786.88M","-0.53%"
"10/12/2020","6,001.38","6,016.65","6,037.08","5,995.11","600.96M","-0.25%"
"10/09/2020","6,016.65","5,978.03","6,040.47","5,978.03","676.78M","0.65%"
"10/08/2020","5,978.03","5,946.25","6,004.15","5,929.41","741.67M","0.53%"
"10/07/2020","5,946.25","5,949.94","5,977.15","5,929.16","761.63M","-0.06%"
"10/06/2020","5,949.94","5,942.94","5,971.48","5,903.40","911.38M","0.12%"
"10/05/2020","5,942.94","5,902.12","5,974.22","5,902.12","637.08M","0.69%"
"10/02/2020","5,902.12","5,879.45","5,902.12","5,809.61","701.24M","0.39%"
"10/01/2020","5,879.45","5,866.10","5,925.77","5,849.82","729.25M","0.23%"
"09/30/2020","5,866.10","5,897.50","5,931.37","5,854.46","831.98M","-0.53%"
"09/29/2020","5,897.50","5,927.93","5,927.93","5,862.93","677.62M","-0.51%"
"09/28/2020","5,927.93","5,842.67","5,954.42","5,842.67","915.07M","1.46%"
"09/25/2020","5,842.67","5,822.78","5,843.72","5,771.49","742.75M","0.34%"
"09/24/2020","5,822.78","5,899.26","5,899.26","5,805.28","707.13M","-1.30%"
"09/23/2020","5,899.26","5,829.46","5,974.88","5,829.46","745.61M","1.20%"
"09/22/2020","5,829.46","5,804.29","5,871.28","5,794.54","793.99M","0.43%"
"09/21/2020","5,804.29","6,007.05","6,007.05","5,779.24","989.72M","-3.38%"
